brightness,cam0_lidar_skew_ms,cam0_sensor_time_ns,cam1_lidar_skew_ms,cam1_sensor_time_ns,depth_valid_ratio,dynamic_ratio,filter_input_ratio,filter_output_ratio,filter_rejected_ratio,lidar_sensor_time_ns,lr_consistency,map_x_m,map_y_m,map_yaw_deg,map_z_m,mean_confidence,median_depth_m,prepared_frame,raw_epipolar_matches,raw_epipolar_median_px,raw_epipolar_p95_px,rectified_epipolar_matches,rectified_epipolar_median_px,rectified_epipolar_p95_px,selected_frame,selection_reason,semantic_label_count,semantic_nonzero_ratio,sharpness,source_frame,split,stereo_delta_ms,temporal_agreement,unknown_ratio
130.333525390625,19.284993,1784879110937961867,27.452633,1784879110946129507,0.8852392578125,0.047239583333333335,0.8852392578125,0.8506608072916667,0.03906113541132322,1784879110918676874,0.8852406986339496,11.480930410877388,-1.0297115181682712,-8.738092082616152,0.01739382832720937,0.9396339058876038,2.092926025390625,467,714,2.4892425537109375,7.864984130859377,793,0.25262451171875,1.6076416015624995,312,pose_motion,10,0.6569921875,399.60717770114456,493,development,8.16764,0.9071515578920374,0.18098958333333334
131.08754557291667,-14.00094,1784879111005483956,-12.852402,1784879111006632494,0.8863948567708333,0.016979166666666667,0.8863948567708333,0.8768953450520833,0.010717020350678754,1784879111019484896,0.8863948567708333,11.53052894007466,-1.0407077316275273,-8.623901644722784,0.014873268340883589,0.9467763900756836,2.0686187744140625,468,771,2.726959228515625,8.822467803955078,806,0.2640228271484375,1.5881271362304688,313,image_event_at_static_pose,10,0.6569921875,421.70635292369434,494,development,1.148538,0.8940634851795634,0.18078125
132.70360514322917,17.454168,1784879111134796900,19.845008,1784879111137187740,0.9129573567708333,0.071875,0.9129573567708333,0.8570930989583333,0.06119043501669576,1784879111117342732,0.9129573567708333,11.580468737906234,-1.0454471349384515,-8.430303542752362,0.019396083080967224,0.9495924115180969,2.0362653732299805,469,700,2.487548828125,7.401744079589841,802,0.29071044921875,1.6664138793945282,314,pose_motion,10,0.6569921875,403.15484594254445,495,development,2.39084,0.9315566228986683,0.20291666666666666
132.69675944010416,-13.796785,1784879111203888223,-6.513241,1784879111211171767,0.8966935221354166,0.010208333333333333,0.8966935221354166,0.8356404622395833,0.06808687515712111,1784879111217685008,0.8966935221354166,11.62549029774676,-1.053013425293683,-8.106686060133413,0.02101283914954654,0.9433385133743286,2.010059356689453,470,708,2.52606201171875,8.22198486328125,799,0.2783203125,1.8086029052734374,315,image_event_at_static_pose,10,0.6498160807291666,396.46516512299604,496,development,7.283544,0.8906486827091742,0.17526041666666667
132.5133203125,19.412866,1784879111337122826,20.490762,1784879111338200722,0.8768489583333333,0.06895833333333333,0.8768489583333333,0.8655533854166667,0.012882005286448278,1784879111317709960,0.8768518126686611,11.674803245808041,-1.059356608473082,-7.667082331187859,0.019209049029694565,0.9380093812942505,2.0631422996520996,471,766,2.458160400390625,8.122108459472656,827,0.266510009765625,1.772766113281249,316,pose_motion,10,0.6498160807291666,384.018879247612,497,development,1.077896,0.9132544243825401,0.23958333333333334
132.2218497721354,-6.122067,1784879111410984685,-12.727791,1784879111404378961,0.891982421875,0.02375,0.891982421875,0.8602970377604167,0.035522431090041856,1784879111417106752,0.891982421875,11.723580421462014,-1.0636209986879963,-7.377670800795776,0.01939355256928917,0.9387313723564148,2.10099196434021,472,748,2.519744873046875,8.271241760253902,797,0.285400390625,1.6817626953124998,317,image_event_at_static_pose,8,0.5864192708333333,411.56447264671357,498,development,6.605724,0.8320441444548455,0.17015625
131.41894205729167,19.370295,1784879111536588913,19.266982,1784879111536485600,0.9006632486979167,0.0496875,0.9006632486979167,0.8871158854166666,0.015041541109660397,1784879111517218618,0.9006632486979167,11.763323072627681,-1.0713288257788864,-7.306131616051665,0.019935920496912986,0.9385730624198914,2.0941200256347656,473,747,2.559844970703125,8.20646057128906,773,0.3031005859375,2.117071533203123,318,image_event_at_static_pose,8,0.5864192708333333,433.78730291109883,499,development,0.103313,0.8805591459619896,0.2065625
130.97508626302084,-14.04007,1784879111602967815,-13.941575,1784879111603066310,0.8933756510416667,0.028125,0.8933756510416667,0.8430753580729167,0.05630363096430979,1784879111617007885,0.8933785591749973,11.813797123149858,-1.0804779545687349,-7.064405888595452,0.017818584657069893,0.9348822832107544,1.9681211709976196,474,740,2.7587127685546875,8.326239776611327,804,0.3041839599609375,2.0613647460937417,319,image_event_at_static_pose,8,0.5864192708333333,427.75625560545853,500,development,0.098495,0.8529863709246392,0.14848958333333334
130.09662272135418,27.01191,1784879111745281903,28.800455,1784879111747070448,0.9082120768229167,0.06979166666666667,0.9082120768229167,0.9005232747395834,0.008465866375869055,1784879111718269993,0.9082120768229167,11.860252463915554,-1.0866851620276274,-6.797128200192391,0.016388820619565515,0.9439099431037903,2.0052425861358643,475,754,2.839996337890625,8.689111328125,817,0.260650634765625,2.061788940429685,320,pose_motion,8,0.6321549479166667,383.1747842124773,501,development,1.788545,0.939311396818479,0.2446875
129.72001790364584,-11.565733,1784879111805337812,-13.879732,1784879111803023813,0.9203336588541666,0.021927083333333333,0.9203336588541666,0.91486572265625,0.005941254180276699,1784879111816903545,0.9203441445459177,11.912865670448614,-1.0911303467308509,-6.433362440456026,0.019449008326436906,0.945492148399353,1.963027000427246,476,782,2.8968963623046875,9.144094848632808,797,0.27130126953125,2.1328552246093726,321,image_event_at_static_pose,8,0.6321549479166667,385.31793017771446,502,development,2.313999,0.8975367998155893,0.13989583333333333
128.28026204427084,21.983751,1784879111938129860,22.240475,1784879111938386584,0.9011116536458333,0.09953125,0.9011116536458333,0.8820654296875,0.021136364046867747,1784879111916146109,0.9011204536502635,11.957978514204378,-1.1005340209493386,-6.164236250407554,0.018245314269496,0.9329605102539062,1.8685684204101562,477,776,2.77392578125,9.197265625,802,0.312042236328125,2.0643310546875,322,pose_motion,8,0.6321549479166667,435.60622882889663,503,development,0.256724,0.9603753585235066,0.17385416666666667
127.60802897135417,-15.745647,1784879112000675879,-15.701604,1784879112000719922,0.9212931315104167,0.01296875,0.9212931315104167,0.89989013671875,0.023231471135117945,1784879112016421526,0.9212946310133968,12.006703972535757,-1.1043400235648662,-5.939732156470512,0.015553424784918933,0.9531760811805725,1.8873673677444458,478,780,2.984588623046875,9.90206527709961,785,0.294219970703125,2.055322265624994,323,image_event_at_static_pose,6,0.5568741861979166,426.97785114287257,504,development,0.044043,0.9269022371439019,0.15041666666666667
125.6248046875,24.207208,1784879112140784329,24.855328,1784879112141432449,0.91057373046875,0.103125,0.91057373046875,0.890966796875,0.021532505208179724,1784879112116577121,0.910670074145214,12.058388432558074,-1.1050210211647422,-5.533477500807331,0.016690023844540658,0.9530931115150452,1.802380919456482,479,753,2.810699462890625,9.780273437499993,774,0.287261962890625,1.9863189697265589,324,pose_motion,6,0.5568741861979166,427.0732063290252,505,development,0.64812,0.9341871952377937,0.19848958333333333
124.5875341796875,-16.732432,1784879112199975830,-17.746448,1784879112198961814,0.8912190755208333,0.017708333333333333,0.8912190755208333,0.8644189453125,0.030071315734205073,1784879112216708262,0.891220526075075,12.106486283981615,-1.1097147109337124,-5.408130044229819,0.01479073099001733,0.9490501284599304,1.7469351291656494,480,769,3.17327880859375,9.779798889160155,792,0.3290557861328125,2.365365600585935,325,image_event_at_static_pose,6,0.5568741861979166,450.6548771108727,506,development,1.014016,0.946534048475796,0.14223958333333334
123.06882568359374,24.03006,1784879112339094877,25.888327,1784879112340953144,0.91041748046875,0.09822916666666667,0.91041748046875,0.8977587890625,0.013904271038087244,1784879112315064817,0.9104945405535625,12.151959547840189,-1.114910950487267,-5.168890587624361,0.017920743653707178,0.9498268365859985,1.7496070861816406,481,756,2.90478515625,10.029720306396484,763,0.30859375,2.30731201171875,326,pose_motion,7,0.6531062825520834,424.56918294264216,507,development,1.858267,0.9234613318574707,0.2165625
122.29236653645833,-13.921037,1784879112405384840,-14.260344,1784879112405045533,0.8709220377604167,0.05942708333333333,0.8709220377604167,0.8606917317708334,0.01174652327766404,1784879112419305877,0.871146772075804,12.195741106055952,-1.1249994405982822,-5.277230440540595,0.018857280369696278,0.936848521232605,1.7254853248596191,482,727,2.9658203125,10.512580108642572,741,0.28936767578125,2.18994140625,327,image_event_at_static_pose,7,0.6531062825520834,426.14848381676654,508,development,0.339307,0.9296211543351132,0.14041666666666666
120.8906591796875,22.366051,1784879112536896475,23.348846,1784879112537879270,0.9069051106770833,0.07807291666666667,0.9069051106770833,0.89624267578125,0.011756946532005869,1784879112514530424,0.9070645556185006,12.236080264053982,-1.1313589513357352,-5.085893617409461,0.017742195203249517,0.9450837969779968,1.6824613809585571,483,752,2.759033203125,10.617904663085938,749,0.29583740234375,2.0164978027343774,328,image_event_at_static_pose,7,0.6531062825520834,460.7552536678314,509,development,0.982795,0.9352891090641691,0.21817708333333333
120.36902180989583,-14.741727,1784879112599552639,-17.227402,1784879112597066964,0.89842529296875,0.0047395833333333335,0.89842529296875,0.8741341145833333,0.027037505038564835,1784879112614294366,0.8984523459772145,12.269985483757203,-1.1315929916608098,-5.200383059852726,0.01691504192426027,0.9520567655563354,1.6529399156570435,484,729,2.667327880859375,11.29044189453125,746,0.3206787109375,2.2786712646484375,329,image_event_at_static_pose,7,0.3833984375,453.5305200184182,510,development,2.485675,0.9229364912677512,0.13364583333333332
119.15562906901042,18.383185,1784879112732917158,20.202718,1784879112734736691,0.8978157552083333,0.0225,0.8978157552083333,0.8772843424479166,0.02286818051622681,1784879112714533973,0.8978354830387711,12.301450053448898,-1.1298497157785081,-5.006270849103357,0.014302212983479919,0.9446160793304443,1.6293590068817139,485,727,2.9107666015625,11.607284545898438,758,0.325042724609375,2.3949722290039057,330,image_event_at_static_pose,7,0.3833984375,511.55079791704776,511,development,1.819533,0.9560793037622691,0.17541666666666667
118.91874267578125,-15.939364,1784879112799547825,-17.392443,1784879112798094746,0.9113077799479167,0.0,0.9113077799479167,0.8993180338541666,0.013156637480298085,1784879112815487189,0.911327062584332,12.316748511204157,-1.1260219179366913,-4.826658533360652,0.012487348453582181,0.9507236480712891,1.6097338199615479,486,704,2.6921539306640625,10.665956497192385,726,0.2877349853515625,2.1006011962890625,331,image_event_at_static_pose,7,0.3833984375,504.1833812641934,512,development,1.453079,0.9257028112449799,0.14348958333333334
118.34672607421875,19.42919,1784879112937024614,19.099239,1784879112936694663,0.8951204427083334,0.05390625,0.8951204427083334,0.88021728515625,0.01664933213567483,1784879112917595424,0.8951218996124668,12.327301362484523,-1.1237161990846096,-5.335530462529752,0.01261729570436955,0.9408746957778931,1.5942020416259766,487,703,3.0979156494140625,11.256244659423823,717,0.2847900390625,2.6351318359374925,332,image_event_at_static_pose,7,0.39972412109375,466.35399122409774,513,development,0.329951,0.9347459125765638,0.12307291666666667
118.50668538411459,-17.616295,1784879112998591943,-19.820179,1784879112996388059,0.8748006184895833,0.058645833333333335,0.8748006184895833,0.8578971354166667,0.019322669321041347,1784879113016208238,0.8749772089419089,12.336590243288484,-1.1325723958768237,-6.5479046060479,0.011321910172982954,0.9434965252876282,1.5909563302993774,488,706,2.9496841430664062,10.989219665527344,716,0.32627105712890625,3.1690826416015625,333,image_event_at_static_pose,7,0.39972412109375,353.36979315045414,514,development,2.203884,0.9492379970207402,0.13166666666666665
118.55909016927083,12.319898,1784879113133114172,10.439305,1784879113131233579,0.8834822591145833,0.05614583333333333,0.8834822591145833,0.8747916666666666,0.009836748116058705,1784879113120794274,0.8836591635369712,12.353517261775588,-1.1379717923820523,-7.648703920029921,0.011775133228476585,0.9514310359954834,1.5671323537826538,489,697,2.8853759765625,10.722366333007807,728,0.298370361328125,2.5385009765624997,334,image_event_at_static_pose,7,0.39972412109375,382.1890980814193,515,development,1.880593,0.9110175438596492,0.19395833333333334
118.61769938151042,-17.430645,1784879113196663370,-14.625686,1784879113199468329,0.8914501953125,0.042708333333333334,0.8914501953125,0.8783976236979166,0.014641952722897462,1784879113214094015,0.891723779186811,12.369721350797775,-1.1391488890977421,-8.622930189477744,0.00911253538091845,0.9463686943054199,1.5450258255004883,490,702,3.259521484375,11.806221008300778,724,0.2996063232421875,3.1947845458984396,335,image_event_at_static_pose,6,0.2697908528645833,454.4103368621403,516,development,2.804959,0.9478903772730214,0.13786458333333335
